Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10
2,68,10,947,27,2,5,2,15,10
2,42,5,787,76,2,2,2,97,10
2,95,10,777,68,1,4,1,85,9
2,67,5,485,145,2,5,1,39,6
2,5,6,657,130,2,4,2,42,5
1,5,10,679,85,1,2,2,56,3
2,12,4,775,136,2,0,1,58,9
1,24,1,386,138,2,1,1,72,4
2,65,10,333,101,1,5,2,12,3
2,20,8,641,119,2,4,2,54,4
2,87,0,866,195,1,2,1,57,7
2,1,5,439,98,1,4,1,100,1
1,60,5,142,105,2,2,2,77,8
1,17,3,899,12,1,5,1,90,6
2,30,2,34,1,1,1,1,48,7
1,56,6,967,79,2,2,1,27,9
2,69,3,971,81,1,4,2,48,7
2,18,9,655,35,2,3,1,0,10
2,33,6,417,195,1,1,1,65,7
1,3,3,884,23,1,0,2,53,2
2,57,1,325,120,2,5,1,86,7
2,33,3,482,17,1,5,2,25,7
2,35,8,581,165,1,0,2,76,0
1,98,4,152,186,2,0,1,76,0
2,75,10,652,148,2,0,2,4,0
2,1,9,828,183,2,2,1,60,1
2,77,1,951,116,2,0,2,76,7
1,88,10,728,145,2,5,2,0,5
1,87,6,517,49,2,3,1,61,5
1,4,0,305,109,2,5,1,7,5
1,26,2,512,115,1,5,1,93,9
1,31,8,825,153,2,1,1,19,1
1,86,1,25,65,1,4,2,19,9
1,33,5,90,74,2,0,1,15,9
2,59,6,617,58,2,3,1,3,10
1,12,0,6,136,1,0,2,103,10
2,48,9,349,108,2,0,1,68,8
2,18,5,865,143,1,5,2,28,6
2,29,6,825,109,2,2,2,54,3
2,52,1,289,182,2,2,2,3,5
1,50,4,481,188,1,0,2,59,0
1,40,8,729,82,1,3,1,94,3
2,37,9,132,59,2,1,2,10,2
2,9,8,452,70,2,2,2,15,2
1,24,7,302,147,1,2,2,0,1
2,83,0,352,153,2,4,1,82,5
2,74,7,403,63,2,3,1,23,5
1,33,6,526,48,2,1,2,58,10
1,18,9,977,85,2,2,2,98,8
1,13,6,888,172,1,2,1,50,4
2,70,1,2,140,1,4,2,32,7
1,63,9,569,0,1,3,1,74,4
1,99,9,304,33,2,4,2,74,5
2,64,5,144,28,2,3,2,97,1
1,40,1,180,194,1,2,1,8,4
2,79,3,936,190,2,3,2,5,10
1,69,7,274,88,2,0,1,26,6
1,86,7,193,44,2,0,2,71,8
1,52,1,441,119,2,1,1,83,6
1,61,5,955,187,1,2,1,4,2
2,86,3,475,162,1,1,2,34,5
1,45,3,639,55,1,1,2,6,5
1,14,5,352,41,1,2,1,24,3
2,83,6,539,162,1,3,1,14,0
2,96,2,910,99,2,5,1,74,10
2,50,9,252,190,2,5,1,61,8
2,41,9,895,188,2,0,1,34,7
1,41,2,776,9,1,3,1,27,0
2,57,7,470,133,1,0,2,85,6
2,55,9,295,19,1,0,1,75,3
1,18,10,411,187,1,2,1,56,3
2,34,1,346,69,2,5,2,63,4
2,8,2,227,140,1,4,2,105,1
1,81,6,394,106,1,2,2,58,2
1,17,1,145,74,2,2,1,49,5
2,74,1,877,7,2,2,1,62,1
1,67,1,287,77,2,4,1,81,2
2,10,1,993,128,1,4,2,58,10
1,35,1,983,179,2,4,2,105,6
1,55,2,625,10,1,2,1,44,3
2,51,1,181,25,2,4,1,101,4
1,99,8,379,174,2,5,1,40,5
1,6,5,578,194,2,5,2,71,0
1,41,4,327,199,1,1,1,60,7
1,29,1,37,135,2,0,2,67,5
2,38,3,79,18,2,3,2,19,10
2,17,3,147,148,2,0,1,16,8
2,36,2,326,17,2,3,1,96,0
1,69,2,381,114,1,4,2,37,5
1,46,9,84,67,2,0,1,80,4
2,78,6,905,63,2,0,1,33,0
1,13,2,788,131,2,0,1,64,3
2,42,3,842,186,1,5,1,97,1
1,74,7,262,86,2,0,2,84,8
2,24,6,888,76,2,2,1,92,4
1,52,1,965,197,2,2,2,83,10
2,29,6,213,63,2,4,2,68,10
1,87,6,478,171,1,5,1,10,2
2,67,5,122,84,2,0,1,25,1
1,78,0,520,110,1,4,1,16,10
2,52,8,966,105,2,5,1,73,6
2,98,6,765,26,1,3,1,83,4
1,67,5,615,196,2,2,1,37,1
1,32,8,465,72,1,4,1,11,2
2,45,3,328,93,1,5,2,20,4
2,68,3,606,78,2,1,1,63,7
2,6,4,63,50,2,1,2,56,2
2,58,6,217,92,1,1,1,62,6
2,71,1,72,152,2,3,2,102,7
1,9,5,501,8,2,2,2,73,2
1,28,10,747,176,2,4,2,90,1
2,58,3,482,141,1,5,2,18,0
1,51,3,565,40,2,4,1,102,8
1,100,0,698,184,1,5,2,21,3
2,76,6,585,175,1,5,2,99,6
2,99,0,565,55,2,5,2,84,9
2,9,5,947,70,1,3,1,17,10
2,61,5,776,94,2,0,1,28,10
2,49,8,632,124,1,2,2,17,1
2,6,0,156,113,2,2,2,72,5
2,84,2,410,137,2,0,1,57,5
1,83,8,771,82,1,3,1,75,3
1,43,10,156,35,2,0,1,5,8
2,8,4,600,82,1,3,1,105,7
2,21,0,513,103,2,0,1,42,9
2,53,8,616,92,2,2,2,4,6
2,71,9,564,18,1,2,2,90,9
1,13,5,241,189,1,0,2,46,1
2,76,10,279,30,2,2,2,28,2
2,54,5,637,65,2,4,1,30,3
1,45,6,448,131,2,4,2,65,7
2,88,7,273,169,1,1,1,60,5
2,62,10,702,133,2,1,2,45,1
1,48,9,60,100,1,1,1,85,5
1,63,8,575,35,1,4,2,96,3
1,63,6,872,176,1,5,1,66,5
2,12,0,966,57,1,3,1,87,3
1,40,2,461,92,1,4,1,37,5
2,65,9,692,66,2,5,1,26,1
2,88,1,777,30,2,2,1,50,2
2,29,4,439,97,2,0,2,78,9
1,10,9,255,3,2,5,2,104,8
2,73,1,553,123,1,4,2,29,4
1,42,10,983,125,2,3,2,64,0
1,87,5,317,5,1,3,1,48,4
1,98,1,598,34,1,4,2,1,7
1,2,7,85,63,2,4,1,64,10
2,28,2,565,144,1,3,2,62,5
1,72,1,211,153,1,2,2,73,5
1,65,0,784,178,2,1,1,85,5
2,98,2,576,166,1,3,2,104,7
1,14,2,643,62,1,5,2,8,1
1,35,3,711,174,1,0,1,17,7
2,13,5,601,163,1,0,2,5,5
2,39,6,790,84,2,0,2,21,10
1,42,1,234,83,2,2,1,54,0
1,63,8,746,166,2,1,2,71,10
1,80,4,792,61,1,1,2,19,9
2,27,4,771,99,2,2,1,19,5
2,10,10,138,78,2,2,2,105,4
2,52,2,50,37,2,2,1,46,0
1,91,7,124,170,1,5,2,79,2
1,80,4,962,182,2,1,2,45,5
2,76,7,941,49,2,3,1,65,6
1,20,10,908,142,1,4,1,86,5
1,78,4,25,154,2,2,2,35,8
2,58,4,725,22,2,4,1,97,4
1,19,6,816,190,2,4,2,23,9
2,25,7,529,103,1,4,1,7,9
1,53,5,192,49,2,3,1,25,3
1,95,8,543,122,1,2,2,58,7
1,58,6,478,16,2,1,1,9,9
1,72,10,735,105,2,5,2,52,5
1,77,7,146,123,1,0,2,33,6
1,6,2,891,156,1,3,2,82,10
2,65,10,237,95,1,4,1,91,1
1,14,0,770,119,1,5,2,38,6
1,20,0,486,108,1,0,1,17,6
1,57,0,190,114,2,0,1,90,7
2,96,0,358,87,1,0,2,31,1
2,75,3,646,137,2,0,2,77,1
2,99,9,624,0,1,4,2,98,1
2,5,1,988,24,1,0,2,82,10
2,22,0,768,126,2,3,2,17,6
2,2,4,617,151,2,2,1,0,9
2,71,7,498,190,2,1,2,99,8
1,11,5,299,125,2,4,1,10,1
1,58,9,442,39,2,0,1,10,7
2,49,7,862,89,2,2,1,9,9
1,77,10,528,139,1,0,2,66,3
1,84,8,199,170,1,5,1,41,2
1,96,5,155,67,1,5,2,52,9
2,86,1,796,176,2,5,2,19,7
2,0,1,303,136,2,5,2,33,8
2,30,10,312,62,2,1,2,98,1
1,4,1,885,147,1,3,1,21,7
2,65,2,950,124,1,5,1,97,3
2,18,2,709,104,2,3,2,41,8
1,70,10,29,34,1,5,1,45,2
1,80,4,569,4,1,1,2,4,8
2,56,5,224,78,1,5,2,47,9
2,76,5,834,46,1,4,1,98,1
2,69,4,949,25,2,3,2,6,6
1,36,5,576,93,2,5,2,72,3
1,9,1,107,166,2,2,1,45,6
1,79,6,758,146,2,0,2,66,8
2,54,2,793,37,2,2,1,69,3
2,86,2,777,22,1,4,2,105,9
2,8,3,929,34,1,5,2,75,10
1,58,0,577,97,1,0,2,55,1
1,57,6,907,9,2,1,2,66,9
1,14,10,124,23,1,3,2,63,9
1,49,7,989,2,1,1,2,70,4
2,24,0,745,42,1,2,1,2,9
1,70,3,706,177,2,3,1,12,1
2,0,3,461,57,1,2,1,81,5
2,88,7,602,150,1,1,1,33,4
2,2,7,753,53,2,5,2,69,6
2,59,6,71,171,1,0,1,29,9
2,82,2,507,52,2,4,1,68,5
1,75,9,873,42,2,0,2,23,3
1,71,10,458,116,1,1,1,55,6
1,73,8,274,14,2,5,2,75,1
1,44,3,44,89,1,3,2,49,8
1,19,3,797,125,1,0,1,81,6
2,77,7,442,129,1,1,1,97,2
1,36,10,366,176,2,2,1,2,9
1,88,3,206,84,1,5,1,80,9
2,24,2,826,180,1,1,2,71,1
1,78,3,728,62,2,2,1,82,5
2,38,3,458,82,1,3,2,0,5
1,5,3,823,71,2,1,1,82,1
1,64,3,430,83,2,0,2,65,0
1,82,8,738,191,2,5,1,92,7
2,89,5,644,96,1,2,1,83,7
1,54,3,931,89,1,3,1,100,3
2,33,6,70,199,1,5,1,5,8
1,42,5,729,174,2,1,2,19,9
2,25,3,613,165,1,3,1,83,4
1,0,10,977,162,2,5,1,11,8
2,88,4,846,68,1,1,2,66,7
1,1,2,123,181,1,5,1,13,3
1,70,6,216,64,2,2,1,1,2
1,39,8,283,98,2,5,2,13,10
2,88,0,705,116,2,1,1,42,2
1,22,2,756,78,2,0,2,33,1
2,20,5,468,45,1,0,2,6,1
1,56,7,393,182,1,5,2,100,8
1,6,3,57,178,1,0,1,95,5
2,76,0,9,52,1,5,2,79,10
1,42,8,822,12,2,4,2,68,7
1,83,4,70,2,2,0,1,50,2
2,26,8,246,122,1,1,2,103,5
1,52,4,64,96,2,0,2,29,9
1,97,0,704,161,1,3,1,26,7
1,20,0,705,84,2,5,1,83,4
2,35,7,371,2,2,0,1,73,0
1,87,1,607,71,1,3,1,22,8
1,67,8,333,129,1,0,1,90,1
1,92,0,396,171,2,5,1,95,9
2,83,7,765,93,1,1,1,4,7
1,59,10,762,129,2,4,2,40,6
1,5,3,871,70,1,0,2,45,9
1,0,4,73,93,2,3,1,39,10
1,88,1,376,79,1,1,2,60,3
1,40,3,813,169,2,3,1,71,4
1,21,7,415,133,1,4,2,94,7
2,22,4,635,149,1,1,1,102,3
2,7,1,363,9,1,5,2,66,9
1,58,2,973,173,2,1,2,43,2
2,15,2,323,162,2,5,1,50,0
2,81,4,916,149,1,3,1,54,8
2,55,6,714,79,1,1,2,74,0
1,16,5,980,74,1,5,1,98,7
1,89,1,524,101,1,5,1,46,6
1,20,10,278,180,1,4,1,94,5
1,72,10,624,141,1,0,2,81,8
1,49,3,923,32,2,5,1,91,7
2,15,4,949,196,1,0,1,81,3
1,35,9,566,117,1,1,1,27,3
1,54,1,318,86,2,1,1,98,0
1,79,10,783,19,2,1,1,26,3
1,49,6,14,127,1,5,2,83,4
2,70,4,829,30,2,3,1,51,10
1,33,2,827,3,2,0,1,18,4
1,5,3,3,42,1,2,2,61,4
1,3,9,43,189,2,2,1,74,5
2,57,6,586,55,1,1,1,57,0
2,14,8,761,54,1,5,1,5,2
2,85,6,813,55,1,5,1,29,0
2,96,2,993,84,2,5,2,97,8
1,64,3,213,152,1,3,2,88,6
1,58,0,690,166,2,2,1,53,3
1,16,5,370,19,2,4,1,5,7
2,51,6,246,2,1,3,2,3,0
1,75,3,372,79,1,4,1,67,8
2,94,5,816,15,2,2,2,84,4
1,46,3,424,48,2,3,2,48,9
2,28,10,495,20,1,1,1,68,7
1,18,8,223,91,1,2,1,4,6
2,66,5,813,182,1,0,2,54,0
2,79,2,464,200,2,3,2,32,8
1,43,8,51,41,2,4,2,23,9
1,71,10,767,179,1,4,2,91,0
2,68,9,743,36,2,5,1,68,4
1,52,6,283,151,1,4,1,74,3
1,9,0,30,94,1,2,2,70,6
2,21,0,8,28,1,3,1,0,8
1,75,7,157,43,1,5,1,28,3
1,85,1,9,196,2,1,1,14,5
2,97,4,260,14,1,0,1,97,5
2,51,9,975,58,2,5,2,9,6
1,90,4,917,150,2,4,2,75,1
2,19,1,611,18,1,5,1,46,0
2,82,4,964,22,1,3,2,47,1
1,38,4,89,54,1,1,1,3,7
1,29,4,433,179,2,0,1,21,6
2,18,6,625,151,1,3,2,68,1
2,7,10,560,178,2,4,1,46,5
2,23,5,498,123,2,0,2,98,0
1,51,7,52,96,1,5,1,105,3
1,10,10,501,124,2,3,2,53,7
2,38,10,255,22,1,3,2,96,5
1,3,2,301,10,1,3,2,41,0
1,76,6,326,107,2,4,2,85,10
1,90,1,873,52,2,4,2,31,7
2,52,8,945,192,2,1,2,31,4
1,72,7,183,61,1,5,2,63,3
2,82,3,554,8,2,0,1,17,1
2,56,10,698,3,2,5,2,104,4
2,17,8,494,163,1,5,2,71,9
2,60,6,534,35,1,4,2,39,2
1,65,7,882,103,2,1,2,55,7
2,71,6,768,7,1,5,2,83,0
1,70,6,359,56,1,1,1,26,1
2,2,1,127,164,1,1,2,35,9
2,93,7,190,116,1,2,1,51,10
1,36,3,235,99,2,2,1,0,5
1,36,7,998,132,2,0,2,15,10
1,67,0,972,89,2,4,1,40,1
1,75,5,825,140,1,1,1,67,6
1,72,5,23,93,2,5,1,36,0
2,88,4,92,157,1,4,1,7,1
1,6,8,707,43,1,4,1,103,7
2,34,4,741,91,1,4,2,90,7
2,28,1,697,36,2,3,1,11,5
1,32,0,638,69,1,1,1,38,8
2,19,5,610,10,2,4,1,104,8
1,63,6,273,52,1,1,2,30,1
2,58,2,328,124,2,2,2,7,3
2,19,10,406,192,2,3,2,61,8
1,76,7,815,55,2,0,1,69,0
1,30,9,735,183,2,1,1,67,5
2,10,6,637,95,1,1,1,59,0
1,24,0,677,15,2,0,1,0,8
2,4,6,882,79,1,2,2,2,2
1,10,7,497,77,2,4,2,59,0
1,84,7,94,23,2,4,2,71,5
1,87,8,126,194,1,1,2,93,5
2,81,5,129,25,1,4,1,84,2
2,12,6,520,128,2,5,1,103,3
2,78,8,570,117,1,2,2,0,10
2,54,0,329,116,2,0,2,95,8
2,13,3,762,11,1,2,2,96,5
2,6,4,180,150,1,1,2,40,10
1,67,9,673,179,2,0,2,101,8
1,22,6,493,183,2,3,2,89,8
2,73,8,546,5,1,3,1,9,6
2,47,6,837,58,2,5,1,100,8
1,94,10,240,127,2,0,1,90,10
1,62,6,390,112,2,0,2,54,0
1,88,10,621,157,2,3,2,104,0
1,31,5,779,58,1,4,2,36,10
2,4,9,26,94,1,3,1,51,4
2,28,7,524,169,2,5,2,5,8
1,90,6,919,34,1,5,2,13,0
1,22,9,987,39,2,4,1,16,8
2,39,9,528,195,1,1,2,14,7
1,52,0,313,54,2,3,2,18,9
1,16,6,319,168,1,4,2,30,2
1,63,5,289,109,2,5,2,62,10
1,81,5,301,108,2,3,1,105,7
1,56,3,491,33,2,1,1,16,9
1,7,4,400,67,2,1,2,19,8
2,88,7,214,14,2,0,1,55,0
2,68,8,707,58,1,0,1,68,0
2,47,2,495,54,2,5,2,97,0
1,42,7,461,175,1,4,2,35,1
1,64,8,626,98,1,4,1,14,7
1,47,3,594,200,1,4,1,11,3
1,23,1,826,185,1,0,2,11,0
1,66,8,820,119,2,0,2,50,7
1,27,5,901,174,2,3,1,37,0
2,71,3,83,68,1,5,1,34,2
2,59,5,480,188,2,2,2,64,10
1,14,10,452,177,2,1,2,91,3
1,58,9,505,112,1,4,1,64,10
2,0,2,842,200,1,1,2,4,0
1,1,10,666,199,1,5,1,55,10
1,34,1,969,64,2,3,2,74,7
2,41,2,598,61,1,0,2,8,2
1,24,5,980,184,1,0,1,74,7
2,77,3,38,21,1,1,1,86,4
2,11,8,982,172,2,3,1,59,10
1,3,0,880,182,2,1,1,28,9
1,22,7,79,139,1,1,1,80,8
1,71,0,2,92,2,5,2,63,9
1,27,4,248,38,2,0,2,54,1
1,11,6,659,125,2,1,1,63,1
1,8,9,391,104,2,1,2,94,3
1,36,7,84,23,2,0,1,32,6
2,60,2,2,185,2,3,1,9,10
2,13,6,662,28,2,1,2,67,3
1,9,1,536,140,2,4,2,45,5
2,30,6,599,107,2,4,2,28,6
1,87,6,138,138,2,3,2,8,2
2,49,4,235,20,2,1,2,73,6
2,74,5,591,107,1,5,1,87,3
1,32,10,842,184,1,3,1,45,2
2,17,3,944,152,2,0,1,75,2
1,63,2,284,104,2,5,1,97,0
2,35,0,309,156,2,1,1,26,2
2,57,8,61,2,1,4,2,24,1
1,81,1,863,175,2,4,1,29,4
2,37,7,329,170,1,3,1,49,3
1,94,4,454,32,1,3,1,84,3
1,63,9,94,13,2,0,1,32,6
1,97,6,443,132,1,5,2,23,7
1,26,10,332,112,2,2,1,80,5
2,36,5,424,59,1,5,1,38,5
2,6,1,832,128,2,4,1,105,1
1,27,3,883,169,1,4,2,55,3
1,21,3,861,18,2,0,1,73,7
2,84,9,859,1,1,5,2,103,2
1,93,3,718,44,1,4,2,86,4
1,6,5,942,78,2,5,2,82,10
1,20,4,475,51,1,0,1,42,3
2,94,2,60,111,1,0,1,35,1
1,83,10,720,12,1,4,1,84,5
1,81,7,746,124,1,5,1,58,0
1,20,5,94,176,1,1,1,101,2
1,34,5,877,11,2,4,2,8,9
2,37,0,111,103,1,2,1,48,8
2,61,2,563,122,1,5,2,45,10
2,21,7,202,132,2,2,2,93,1
1,6,9,457,18,1,1,2,30,3
2,69,3,957,144,2,4,2,66,8
1,62,8,99,102,2,0,1,15,5
2,86,5,594,164,2,5,2,100,2
2,4,0,275,191,1,5,1,99,0
1,61,0,973,4,2,2,2,70,3
1,27,8,704,21,1,4,2,75,3
2,65,1,730,79,1,0,1,98,9
2,15,1,925,72,2,3,1,88,10
1,7,9,608,191,2,1,2,66,2
1,87,9,282,88,1,3,2,34,2
2,69,4,567,10,1,3,1,37,6
1,52,8,566,162,1,1,1,89,4
1,77,7,696,186,2,4,2,47,0
1,82,10,271,50,1,1,1,72,1
1,18,7,269,187,2,4,1,27,1
1,11,1,946,8,1,1,1,103,1
1,1,1,69,32,1,4,1,50,7
1,57,2,43,151,2,4,1,47,5
2,23,1,942,141,2,0,1,12,7
1,32,0,199,40,2,4,2,30,3
1,11,9,33,56,1,3,1,24,2
1,86,6,352,53,2,3,1,87,10
1,17,5,182,196,2,1,1,93,8
2,5,10,649,167,2,5,2,1,7
2,89,2,92,57,1,2,2,94,1
2,52,10,258,157,1,0,1,104,2
2,90,5,91,146,2,0,1,69,1
1,10,5,261,78,1,2,2,12,0
1,26,10,673,41,1,2,1,91,0
1,21,7,214,24,2,5,2,29,10
1,40,9,482,71,1,4,1,78,5
2,88,7,539,136,2,2,2,5,2
1,6,7,289,82,1,3,1,75,0
2,14,3,220,65,2,5,1,105,1
1,81,9,643,26,1,3,2,26,2
1,11,1,65,168,1,5,2,3,1
2,34,5,972,108,2,4,2,5,6
2,0,9,202,37,2,0,2,98,2
1,41,7,710,116,2,0,2,56,4
2,75,0,843,81,2,1,1,17,1
1,41,8,45,35,2,2,1,20,3
1,87,9,756,193,2,3,2,29,6
1,5,9,860,161,1,3,2,57,9
2,58,6,423,78,2,4,1,63,9
1,52,9,849,132,1,5,2,88,6
2,9,8,947,136,2,5,1,64,5
1,26,10,559,125,1,0,1,38,0
2,27,10,523,139,2,1,1,87,0
1,2,8,71,150,2,5,1,81,3
1,53,6,944,60,1,0,1,64,2
1,59,5,839,61,1,0,1,30,9
2,24,2,746,159,1,3,2,43,5
1,45,10,610,1,1,5,1,34,3
2,91,9,824,139,2,1,1,41,9
2,16,9,986,20,2,1,1,77,6
2,26,10,839,132,2,3,1,20,10
1,83,4,515,168,1,2,1,31,2
1,72,10,249,50,1,0,2,78,5
2,57,9,115,58,1,5,2,0,9
2,61,10,36,160,2,3,2,65,3
1,66,1,139,9,1,2,1,84,1
2,36,3,310,196,2,2,2,44,5
2,63,10,603,149,1,2,1,46,2
2,72,8,164,187,2,2,2,90,10
2,92,6,758,88,1,4,1,88,1
1,36,6,732,15,1,5,2,78,3
2,12,2,6,194,1,1,1,13,0
2,55,8,214,165,1,1,2,72,3
2,21,5,696,26,1,5,1,98,3
1,80,5,657,140,2,2,1,33,5
1,25,10,678,62,1,0,2,97,6
1,88,3,703,187,2,2,1,64,7
2,52,0,590,63,1,2,1,15,2
2,75,9,494,141,1,3,1,29,8
1,53,2,903,165,2,1,2,89,5
2,44,6,118,115,2,2,2,45,6
1,92,1,46,51,1,2,1,19,2
1,41,8,515,198,1,5,1,59,2
1,38,0,413,156,1,0,2,61,0
2,81,2,194,18,2,4,2,74,3
2,46,7,895,81,1,1,1,78,2
1,61,1,551,85,2,2,1,1,0
1,70,5,842,60,2,4,1,24,7
1,20,4,777,38,2,5,1,73,10
1,64,5,653,111,1,4,2,19,9
2,37,4,663,96,2,0,1,3,7
2,5,1,818,189,2,3,1,68,0
1,39,1,170,164,2,0,1,40,1
1,32,3,172,40,1,4,1,51,4
1,14,6,495,129,1,5,2,74,1
1,80,0,403,73,1,4,1,4,4
2,77,10,145,89,2,2,1,2,3
1,9,1,709,126,1,1,1,37,5
2,74,2,206,193,1,3,1,39,4
1,78,8,720,73,2,3,1,31,8
1,88,7,53,42,1,0,1,25,3
2,83,9,236,104,2,4,1,72,3
1,87,10,351,182,2,2,1,5,4
2,10,2,805,188,1,3,2,32,0
2,60,5,939,21,1,5,2,58,10
2,87,1,363,23,2,1,2,12,7
1,49,3,756,86,1,3,2,75,10
1,37,3,252,182,2,1,2,27,9
1,20,5,543,120,1,4,1,72,6
1,77,7,623,29,2,1,1,10,5
1,18,10,292,90,2,3,2,8,7
2,36,7,284,112,2,1,1,13,1
1,8,9,843,129,1,2,2,104,7
1,95,8,459,67,2,4,1,11,10
2,51,1,765,0,1,4,1,24,3
2,40,7,637,103,1,0,2,88,4
2,81,9,689,51,2,0,2,76,8
2,3,1,494,162,2,4,1,32,8
2,49,0,335,18,1,4,2,24,7
2,38,10,633,173,1,4,2,90,3
1,38,10,338,166,2,5,1,37,4
2,64,2,382,112,1,2,1,44,3
2,3,5,529,150,1,0,2,63,10
2,29,9,26,101,1,2,2,59,10
2,97,2,637,114,2,5,2,64,6
1,47,4,929,104,2,1,1,103,0
2,35,1,888,38,1,2,1,86,4
2,47,3,944,128,2,2,1,22,6
1,43,10,907,184,2,1,2,45,3
2,25,10,388,102,2,5,1,61,5
1,82,7,474,20,2,1,1,36,4
1,53,4,351,131,2,4,1,103,1
2,66,3,532,23,1,0,2,11,4
2,95,8,363,49,1,5,1,65,9
2,86,2,61,5,1,3,1,8,6
2,13,8,186,102,2,5,1,1,8
1,29,1,815,23,1,1,1,68,10
2,82,10,762,158,1,4,2,52,5
2,87,10,518,84,2,5,2,1,3
2,23,1,87,169,2,2,1,86,3
2,95,1,422,20,2,3,1,98,10
1,87,7,457,37,2,0,1,56,1
2,6,0,609,36,1,5,1,71,2
2,87,1,96,93,1,4,1,24,4
1,63,0,955,15,2,1,2,37,4
2,13,4,176,198,2,2,2,41,10
2,28,7,719,40,1,0,1,105,2
2,71,0,673,86,1,4,1,19,6
2,96,8,935,97,2,3,2,2,1
2,10,9,511,25,1,1,1,93,6
2,32,1,230,16,2,4,2,60,3
2,55,8,298,145,1,0,1,44,9
2,64,6,460,189,1,4,1,17,6
1,55,7,245,114,1,0,1,34,10
2,22,6,520,18,2,3,1,11,6
2,63,8,645,54,1,4,1,67,7
2,36,0,974,169,1,3,2,50,6
2,43,7,40,22,1,3,1,84,5
1,41,8,934,189,1,4,1,86,6
2,14,2,913,48,1,5,1,68,3
2,38,9,655,17,1,0,1,61,4
2,10,1,222,55,1,1,1,65,8
1,42,10,228,74,1,5,2,55,1
1,80,0,244,104,1,4,1,46,4
2,17,2,39,39,1,5,1,9,7
2,16,4,755,4,2,4,1,67,3
2,29,0,809,180,2,0,1,22,0
2,4,0,436,30,1,0,1,45,5
2,50,10,945,76,2,0,1,93,3
2,12,3,103,47,2,5,2,53,0
1,35,7,888,144,2,1,1,35,5
2,38,4,501,196,1,4,1,93,8
2,43,2,181,165,1,2,2,57,8
2,100,3,619,17,2,5,2,44,5
1,93,3,697,73,2,4,2,96,10
1,74,2,860,35,1,4,1,74,8
1,30,9,467,108,2,4,1,39,7
2,37,2,326,29,1,2,1,35,7
2,77,5,123,183,1,3,1,59,1
1,33,7,81,86,1,4,1,45,2
2,39,1,160,51,2,3,2,52,5
2,98,3,663,123,2,1,2,86,1
2,20,8,341,185,1,5,1,60,9
2,61,1,633,192,2,0,2,17,9
2,36,1,26,106,1,5,1,43,7
2,34,5,531,113,1,0,1,6,6
1,47,4,919,191,2,5,2,56,2
1,85,10,333,170,1,0,1,29,3
2,63,8,647,197,2,0,1,53,1
2,26,8,162,138,2,4,1,98,8
2,34,10,623,5,2,3,2,89,9
2,35,0,756,23,2,1,2,103,5
2,91,1,892,15,1,4,1,14,6
1,20,2,668,134,1,0,1,63,9
1,16,3,905,175,1,0,1,38,5
1,23,6,306,52,1,0,1,15,0
1,85,0,523,144,1,2,1,94,6
1,71,8,974,190,1,2,1,58,8
2,57,10,108,135,1,0,2,95,1
1,29,2,896,126,1,4,2,55,3
1,92,9,527,40,2,5,2,8,9
1,3,0,744,172,1,2,1,10,2
2,48,1,234,64,1,3,2,17,1
1,26,7,579,200,1,3,1,84,3
2,7,8,596,115,2,1,2,10,7
2,82,6,603,178,2,0,1,60,2
2,19,8,104,141,2,0,1,19,9
1,59,7,482,95,1,0,2,20,6
1,94,3,325,101,2,1,1,6,1
2,0,2,686,94,2,1,1,98,0
1,49,6,48,84,1,4,1,25,1
2,67,9,834,25,2,3,1,71,10
1,71,0,482,197,1,3,1,49,7
1,1,2,666,188,1,2,1,83,3
1,45,6,584,162,2,0,2,16,6
2,40,5,775,99,2,4,2,100,4
2,21,8,292,131,1,2,2,88,2
2,35,9,145,181,1,3,1,99,1
1,76,2,571,38,2,5,2,33,2
1,13,1,491,65,2,3,1,53,10
2,79,6,288,149,2,5,1,48,7
1,62,3,984,44,1,1,1,25,1
1,86,6,135,136,1,1,2,56,6
1,69,0,628,102,1,0,2,25,2
1,7,6,319,83,1,0,2,11,9
2,80,4,248,198,1,0,1,86,6
1,34,8,78,72,1,0,2,22,10
2,9,7,994,123,1,3,2,10,8
1,67,8,222,77,2,5,2,43,7
2,50,0,771,168,2,3,2,25,4
1,38,3,166,2,2,5,1,84,3
2,42,4,48,80,1,3,2,15,7
1,61,7,806,61,1,0,1,22,6
1,11,8,109,13,2,2,2,52,2
1,88,6,868,104,1,3,2,35,4
2,45,2,120,71,2,1,2,50,10
1,17,5,608,58,1,1,2,95,8
2,81,8,273,170,2,2,2,65,6
1,79,2,917,190,2,2,1,16,6
2,20,10,526,130,2,3,2,87,1
1,31,5,512,109,2,3,2,40,9
1,3,5,946,112,2,0,1,85,0
2,6,0,983,60,1,0,2,80,10
2,23,2,927,23,1,2,1,84,7
1,69,5,15,117,2,5,2,93,6
1,31,4,936,19,1,4,1,12,1
1,50,6,995,163,1,1,2,38,10
1,58,3,898,41,1,0,1,67,6
1,51,10,789,47,1,0,2,10,3
1,30,0,970,10,1,2,2,52,4
1,16,0,51,25,1,2,1,46,5
2,67,1,844,191,1,2,2,92,5
2,54,1,611,107,1,0,2,45,1
2,84,2,378,140,1,0,2,62,0
1,31,5,779,195,2,0,2,74,7
1,84,4,113,41,1,2,1,63,7
